OK | rec=694e4fa7aca96f5efbe2ff25 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=3
OK | rec=69b3b36be42ed6415b95d41f | turn=3
OK | rec=699e7638f86d87b208cbb293 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=3
OK | rec=69abc46ac2b602929b3709c6 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=3
OK | rec=69abc46ac2b602929b3709c6 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=3
OK | rec=699e7638f86d87b208cbb293 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=2
OK | rec=699e7638f86d87b208cbb293 | turn=3
OK | rec=697ae14daf17f554aa20936f | turn=1
OK | rec=697ae14daf17f554aa20936f | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=3
OK | rec=699293106bca0c342047e6c0 | turn=1
OK | rec=699293106bca0c342047e6c0 | turn=2
OK | rec=699293106bca0c342047e6c0 | turn=1
OK | rec=699293106bca0c342047e6c0 | turn=2
OK | rec=699293106bca0c342047e6c0 | turn=3
OK | rec=699293106bca0c342047e6c0 | turn=1
OK | rec=699293106bca0c342047e6c0 | turn=2
OK | rec=699293106bca0c342047e6c0 | turn=3
OK | rec=69b28c348f3f9012b4922be7 | turn=1
OK | rec=69b28c348f3f9012b4922be7 | turn=2
OK | rec=69b28c348f3f9012b4922be7 | turn=3
OK | rec=699293106bca0c342047e6c0 | turn=1
OK | rec=699293106bca0c342047e6c0 | turn=2
OK | rec=699293106bca0c342047e6c0 | turn=3
OK | rec=69b28c348f3f9012b4922be7 | turn=1
OK | rec=69b28c348f3f9012b4922be7 | turn=2
OK | rec=69b28c348f3f9012b4922be7 | turn=3
OK | rec=697ae14daf17f554aa20936f | turn=1
OK | rec=697ae14daf17f554aa20936f | turn=3
OK | rec=69412a45c64ccd7e023f9629 | turn=1
OK | rec=69412a45c64ccd7e023f9629 | turn=2
OK | rec=69b28c348f3f9012b4922be7 | turn=1
OK | rec=69b28c348f3f9012b4922be7 | turn=2
OK | rec=699e7638f86d87b208cbb293 | turn=1
OK | rec=699e7638f86d87b208cbb293 | turn=2
OK | rec=699e7638f86d87b208cbb293 | turn=3
OK | rec=69b3b36be42ed6415b95d41f | turn=2
OK | rec=69b3b36be42ed6415b95d41f | turn=3
OK | rec=69abc46ac2b602929b3709c6 | turn=1
OK | rec=69abc46ac2b602929b3709c6 | turn=2
OK | rec=69abc46ac2b602929b3709c6 | turn=3
OK | rec=6985682a9208ee23a2c4483a | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=2
OK | rec=69ab9fc9c2b602929b370831 | turn=3
OK | rec=6985682a9208ee23a2c4483a | turn=1
OK | rec=6985682a9208ee23a2c4483a | turn=3
OK | rec=6985682a9208ee23a2c4483a | turn=1
OK | rec=6985682a9208ee23a2c4483a | turn=2
OK | rec=6985682a9208ee23a2c4483a | turn=3
OK | rec=6985682a9208ee23a2c4483a | turn=1
OK | rec=6985682a9208ee23a2c4483a | turn=2
OK | rec=6985682a9208ee23a2c4483a | turn=3
OK | rec=69ab9fc9c2b602929b370831 | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=2
OK | rec=69ab9fc9c2b602929b370831 | turn=3
OK | rec=69bf9c86d1cc04077ec5f98f | turn=1
OK | rec=69bf9c86d1cc04077ec5f98f | turn=2
OK | rec=69bf9c86d1cc04077ec5f98f | turn=3
OK | rec=699293106bca0c342047e6c0 | turn=1
OK | rec=699293106bca0c342047e6c0 | turn=3
OK | rec=69ab9fc9c2b602929b370831 | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=2
OK | rec=69ab9fc9c2b602929b370831 | turn=3
OK | rec=69bf9c86d1cc04077ec5f98f | turn=1
OK | rec=69bf9c86d1cc04077ec5f98f | turn=2
OK | rec=69bf9c86d1cc04077ec5f98f | turn=3
OK | rec=69af940ac4e802c3d5938dbb | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=2
OK | rec=69af940ac4e802c3d5938dbb | turn=3
OK | rec=69ab9fc9c2b602929b370831 | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=2
OK | rec=69ab9fc9c2b602929b370831 | turn=3
OK | rec=69b28c348f3f9012b4922be7 | turn=1
OK | rec=6985682a9208ee23a2c4483a | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=2
OK | rec=69af940ac4e802c3d5938dbb | turn=3
OK | rec=69b28c348f3f9012b4922be7 | turn=1
OK | rec=69b28c348f3f9012b4922be7 | turn=2
OK | rec=69b28c348f3f9012b4922be7 | turn=3
OK | rec=696db758774b35f1baef1755 | turn=2
OK | rec=696db758774b35f1baef1755 | turn=3
OK | rec=69af940ac4e802c3d5938dbb | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=2
OK | rec=69ab9fc9c2b602929b370831 | turn=1
OK | rec=69ab9fc9c2b602929b370831 | turn=2
OK | rec=69412a45c64ccd7e023f9629 | turn=1
OK | rec=69412a45c64ccd7e023f9629 | turn=3
OK | rec=69bf9c86d1cc04077ec5f98f | turn=2
OK | rec=69bf9c86d1cc04077ec5f98f | turn=3
OK | rec=693a6e4189fe351d52c5f376 | turn=1
OK | rec=693a6e4189fe351d52c5f376 | turn=2
OK | rec=693a6e4189fe351d52c5f376 | turn=1
OK | rec=693a6e4189fe351d52c5f376 | turn=2
OK | rec=693a6e4189fe351d52c5f376 | turn=3
OK | rec=693a6e4189fe351d52c5f376 | turn=1
OK | rec=693a6e4189fe351d52c5f376 | turn=2
OK | rec=693a6e4189fe351d52c5f376 | turn=3
OK | rec=693a6e4189fe351d52c5f376 | turn=1
OK | rec=693a6e4189fe351d52c5f376 | turn=2
OK | rec=69af940ac4e802c3d5938dbb | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=2
OK | rec=69af940ac4e802c3d5938dbb | turn=3
OK | rec=696db758774b35f1baef1755 | turn=1
OK | rec=696db758774b35f1baef1755 | turn=2
OK | rec=696db758774b35f1baef1755 | turn=3
OK | rec=696a2439774b35f1baef0af7 | turn=2
OK | rec=696db758774b35f1baef1755 | turn=2
OK | rec=69bf9c86d1cc04077ec5f98f | turn=1
OK | rec=69bf9c86d1cc04077ec5f98f | turn=2
OK | rec=6926d2f748ca39d6f7a9b234 | turn=1
OK | rec=699687f2a28413914bf03ae4 | turn=1
OK | rec=699687f2a28413914bf03ae4 | turn=2
OK | rec=6926d2f748ca39d6f7a9b234 | turn=1
OK | rec=6926d2f748ca39d6f7a9b234 | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=1
OK | rec=69af940ac4e802c3d5938dbb | turn=3
OK | rec=696db758774b35f1baef1755 | turn=2
OK | rec=696a2439774b35f1baef0af7 | turn=1
OK | rec=696a2439774b35f1baef0af7 | turn=1
OK | rec=696a2439774b35f1baef0af7 | turn=3
OK | rec=6992931c6bca0c342047e6c6 | turn=2
OK | rec=693a6e4189fe351d52c5f376 | turn=1
OK | rec=69bf9c86d1cc04077ec5f98f | turn=1
OK | rec=69bf9c86d1cc04077ec5f98f | turn=2
OK | rec=69bf9c86d1cc04077ec5f98f | turn=3
OK | rec=6926d2f748ca39d6f7a9b234 | turn=3
OK | rec=699687f2a28413914bf03ae4 | turn=1
OK | rec=699687f2a28413914bf03ae4 | turn=1
OK | rec=699687f2a28413914bf03ae4 | turn=2
OK | rec=699687f2a28413914bf03ae4 | turn=3
OK | rec=69357dbf36c38b7c36d5efbd | turn=1
OK | rec=69357dbf36c38b7c36d5efbd | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=1
OK | rec=6992931c6bca0c342047e6c6 | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=3
OK | rec=69a905ab3066e8d904165eaa | turn=1
OK | rec=69a905ab3066e8d904165eaa | turn=2
OK | rec=69a905ab3066e8d904165eaa | turn=3
OK | rec=69a905ab3066e8d904165eaa | turn=1
OK | rec=69a905ab3066e8d904165eaa | turn=2
OK | rec=69a905ab3066e8d904165eaa | turn=3
OK | rec=69a905ab3066e8d904165eaa | turn=1
OK | rec=69a905ab3066e8d904165eaa | turn=2
OK | rec=69a905ab3066e8d904165eaa | turn=3
OK | rec=69357dbf36c38b7c36d5efbd | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=1
OK | rec=6992931c6bca0c342047e6c6 | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=3
OK | rec=6992931c6bca0c342047e6c6 | turn=1
OK | rec=6992931c6bca0c342047e6c6 | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=3
OK | rec=6993e871a28413914bf02d2a | turn=1
OK | rec=6993e871a28413914bf02d2a | turn=2
OK | rec=69357dbf36c38b7c36d5efbd | turn=1
OK | rec=69357dbf36c38b7c36d5efbd | turn=2
OK | rec=6992931c6bca0c342047e6c6 | turn=1
OK | rec=6992931c6bca0c342047e6c6 | turn=2
OK | rec=6993e871a28413914bf02d2a | turn=1
OK | rec=6993e871a28413914bf02d2a | turn=1
OK | rec=6993e871a28413914bf02d2a | turn=3
OK | rec=69a905ab3066e8d904165eaa | turn=1
OK | rec=69a905ab3066e8d904165eaa | turn=2
OK | rec=69a905ab3066e8d904165eaa | turn=3
OK | rec=69662009774b35f1baeefe26 | turn=1
OK | rec=69662009774b35f1baeefe26 | turn=2
OK | rec=69662009774b35f1baeefe26 | turn=3
OK | rec=69357dbf36c38b7c36d5efbd | turn=1
OK | rec=69357dbf36c38b7c36d5efbd | turn=3
OK | rec=69662009774b35f1baeefe26 | turn=2
OK | rec=69662009774b35f1baeefe26 | turn=3
OK | rec=6993e871a28413914bf02d2a | turn=1
OK | rec=6993e871a28413914bf02d2a | turn=3
OK | rec=69662009774b35f1baeefe26 | turn=2
OK | rec=69662009774b35f1baeefe26 | turn=3
OK | rec=69357dbf36c38b7c36d5efbd | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=3
OK | rec=69706dff40b8c95a0c6a900b | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=3
OK | rec=69662009774b35f1baeefe26 | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=3
OK | rec=69706dff40b8c95a0c6a900b | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=2
OK | rec=69608a73720949226b85b4b9 | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=1
OK | rec=69706dff40b8c95a0c6a900b | turn=2
OK | rec=69706dff40b8c95a0c6a900b | turn=3
OK | rec=6940fb49c64ccd7e023f9577 | turn=1
OK | rec=69608a73720949226b85b4b9 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=2
OK | rec=69b799a3bc1a32fe548e9542 | turn=3
OK | rec=69b799a3bc1a32fe548e9542 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=2
OK | rec=69b799a3bc1a32fe548e9542 | turn=3
OK | rec=6940fb49c64ccd7e023f9577 | turn=2
OK | rec=6940fb49c64ccd7e023f9577 | turn=3
OK | rec=69608a73720949226b85b4b9 | turn=1
OK | rec=69608a73720949226b85b4b9 | turn=2
OK | rec=69608a73720949226b85b4b9 | turn=3
OK | rec=69b799a3bc1a32fe548e9542 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=2
OK | rec=69b799a3bc1a32fe548e9542 | turn=3
OK | rec=69b799a3bc1a32fe548e9542 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=2
OK | rec=69b799a3bc1a32fe548e9542 | turn=3
OK | rec=69a5795f993748a05837bcc5 | turn=1
OK | rec=69a5795f993748a05837bcc5 | turn=2
OK | rec=69589b6828ae67127339d4a2 | turn=1
OK | rec=69589b6828ae67127339d4a2 | turn=2
OK | rec=69a5795f993748a05837bcc5 | turn=1
OK | rec=69a5795f993748a05837bcc5 | turn=3
OK | rec=69589b6828ae67127339d4a2 | turn=1
OK | rec=69589b6828ae67127339d4a2 | turn=3
OK | rec=69608a73720949226b85b4b9 | turn=1
OK | rec=69a5795f993748a05837bcc5 | turn=2
OK | rec=69a5795f993748a05837bcc5 | turn=3
OK | rec=6993e649a28413914bf02ccf | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=2
OK | rec=6993e649a28413914bf02ccf | turn=3
OK | rec=6996868aa28413914bf03aae | turn=1
OK | rec=6996868aa28413914bf03aae | turn=2
OK | rec=6996868aa28413914bf03aae | turn=3
OK | rec=6993e649a28413914bf02ccf | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=2
OK | rec=6993e649a28413914bf02ccf | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=2
OK | rec=6993e649a28413914bf02ccf | turn=3
OK | rec=693131823fc0a75a60d7938b | turn=1
OK | rec=693131823fc0a75a60d7938b | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=3
OK | rec=6996868aa28413914bf03aae | turn=1
OK | rec=6996868aa28413914bf03aae | turn=2
OK | rec=6996868aa28413914bf03aae | turn=3
OK | rec=69a5795f993748a05837bcc5 | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=1
OK | rec=693131823fc0a75a60d7938b | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=3
OK | rec=693131823fc0a75a60d7938b | turn=1
OK | rec=693131823fc0a75a60d7938b | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=3
OK | rec=69b799a3bc1a32fe548e9542 | turn=1
OK | rec=69b799a3bc1a32fe548e9542 | turn=2
OK | rec=69b799a3bc1a32fe548e9542 | turn=3
OK | rec=69422c48c64ccd7e023f980f | turn=1
OK | rec=69422c48c64ccd7e023f980f | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=3
OK | rec=6996868aa28413914bf03aae | turn=1
OK | rec=6996868aa28413914bf03aae | turn=2
OK | rec=6996868aa28413914bf03aae | turn=3
OK | rec=6993e871a28413914bf02d2a | turn=1
OK | rec=6940fb49c64ccd7e023f9577 | turn=1
OK | rec=6940fb49c64ccd7e023f9577 | turn=2
OK | rec=6940fb49c64ccd7e023f9577 | turn=3
OK | rec=693131823fc0a75a60d7938b | turn=1
OK | rec=693131823fc0a75a60d7938b | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=3
OK | rec=69589b6828ae67127339d4a2 | turn=1
OK | rec=69589b6828ae67127339d4a2 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=3
OK | rec=69608a73720949226b85b4b9 | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=2
OK | rec=69589b6828ae67127339d4a2 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=3
OK | rec=6979ac88af17f554aa208d40 | turn=1
OK | rec=6979ac88af17f554aa208d40 | turn=2
OK | rec=6979ac88af17f554aa208d40 | turn=3
OK | rec=6993e649a28413914bf02ccf | turn=1
OK | rec=6993e649a28413914bf02ccf | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=1
OK | rec=69422c48c64ccd7e023f980f | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=3
OK | rec=693131823fc0a75a60d7938b | turn=1
OK | rec=693131823fc0a75a60d7938b | turn=2
OK | rec=693131823fc0a75a60d7938b | turn=3
OK | rec=69a118bc993748a05837b046 | turn=1
OK | rec=69a118bc993748a05837b046 | turn=2
OK | rec=69a118bc993748a05837b046 | turn=3
OK | rec=69422c48c64ccd7e023f980f | turn=1
OK | rec=69422c48c64ccd7e023f980f | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=3
OK | rec=69422c48c64ccd7e023f980f | turn=1
OK | rec=69422c48c64ccd7e023f980f | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=3
OK | rec=6979ac88af17f554aa208d40 | turn=1
OK | rec=6979ac88af17f554aa208d40 | turn=2
OK | rec=6979ac88af17f554aa208d40 | turn=3
OK | rec=69b3d6cfe42ed6415b95d597 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=3
OK | rec=6979ac88af17f554aa208d40 | turn=1
OK | rec=6979ac88af17f554aa208d40 | turn=2
OK | rec=6979ac88af17f554aa208d40 | turn=3
OK | rec=69b3d6cfe42ed6415b95d597 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=3
OK | rec=6979ac88af17f554aa208d40 | turn=1
OK | rec=6979ac88af17f554aa208d40 | turn=2
OK | rec=6979ac88af17f554aa208d40 | turn=3
OK | rec=69b3d6cfe42ed6415b95d597 | turn=1
OK | rec=69b3d6cfe42ed6415b95d597 | turn=2
OK | rec=69b3d6cfe42ed6415b95d597 | turn=3
OK | rec=69bb878abed23cd15cd72b6d | turn=1
OK | rec=69bb878abed23cd15cd72b6d | turn=2
OK | rec=69bb878abed23cd15cd72b6d | turn=3
OK | rec=69bb878abed23cd15cd72b6d | turn=1
OK | rec=69bb878abed23cd15cd72b6d | turn=3
OK | rec=69a118bc993748a05837b046 | turn=1
OK | rec=69a118bc993748a05837b046 | turn=3
OK | rec=69a118bc993748a05837b046 | turn=1
OK | rec=69a118bc993748a05837b046 | turn=3
OK | rec=69a118bc993748a05837b046 | turn=1
OK | rec=69a118bc993748a05837b046 | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=1
OK | rec=69422c48c64ccd7e023f980f | turn=2
OK | rec=69422c48c64ccd7e023f980f | turn=3
OK | rec=6979ac88af17f554aa208d40 | turn=1
OK | rec=6979ac88af17f554aa208d40 | turn=2
OK | rec=6979ac88af17f554aa208d40 | turn=3
OK | rec=6954ac3f0a5e7b035c059422 | turn=1
OK | rec=6954ac3f0a5e7b035c059422 | turn=2
OK | rec=6954ac3f0a5e7b035c059422 | turn=3
OK | rec=693ff4b51f1d4023652f76dd | turn=1
OK | rec=693ff4b51f1d4023652f76dd | turn=2
OK | rec=693ff4b51f1d4023652f76dd | turn=3
OK | rec=69a118bc993748a05837b046 | turn=1
OK | rec=69a118bc993748a05837b046 | turn=2
OK | rec=69a118bc993748a05837b046 | turn=3
OK | rec=698ffb8a6bca0c342047e031 | turn=1
OK | rec=698ffb8a6bca0c342047e031 | turn=2
OK | rec=698ffb8a6bca0c342047e031 | turn=3
OK | rec=693ff4b51f1d4023652f76dd | turn=1
OK | rec=693ff4b51f1d4023652f76dd | turn=2
OK | rec=693ff4b51f1d4023652f76dd | turn=3
OK | rec=69bb878abed23cd15cd72b6d | turn=1
OK | rec=69bb878abed23cd15cd72b6d | turn=2
OK | rec=69bb878abed23cd15cd72b6d | turn=3
OK | rec=698ffb8a6bca0c342047e031 | turn=1
OK | rec=698ffb8a6bca0c342047e031 | turn=2
OK | rec=698ffb8a6bca0c342047e031 | turn=3
OK | rec=693ff4b51f1d4023652f76dd | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=3
OK | rec=69bb878abed23cd15cd72b6d | turn=1
OK | rec=69bb878abed23cd15cd72b6d | turn=2
OK | rec=69bb878abed23cd15cd72b6d | turn=3
OK | rec=699e7562f86d87b208cbb253 | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=3
OK | rec=6954ac3f0a5e7b035c059422 | turn=1
OK | rec=6954ac3f0a5e7b035c059422 | turn=2
OK | rec=693ff4b51f1d4023652f76dd | turn=2
OK | rec=693ff4b51f1d4023652f76dd | turn=3
OK | rec=698ffb8a6bca0c342047e031 | turn=1
OK | rec=698ffb8a6bca0c342047e031 | turn=2
OK | rec=698ffb8a6bca0c342047e031 | turn=3
OK | rec=693ff4b51f1d4023652f76dd | turn=1
OK | rec=693ff4b51f1d4023652f76dd | turn=2
OK | rec=693ff4b51f1d4023652f76dd | turn=3
OK | rec=699e7562f86d87b208cbb253 | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=3
OK | rec=6989ae766bca0c342047c8d7 | turn=1
OK | rec=6989ae766bca0c342047c8d7 | turn=2
OK | rec=6989ae766bca0c342047c8d7 | turn=3
OK | rec=6986bbd71fd5995a3e02514d | turn=1
OK | rec=6986bbd71fd5995a3e02514d | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=3
OK | rec=6989ae766bca0c342047c8d7 | turn=1
OK | rec=6989ae766bca0c342047c8d7 | turn=2
OK | rec=6989ae766bca0c342047c8d7 | turn=3
OK | rec=6986bbd71fd5995a3e02514d | turn=1
OK | rec=6986bbd71fd5995a3e02514d | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=3
OK | rec=6989ae766bca0c342047c8d7 | turn=1
OK | rec=6989ae766bca0c342047c8d7 | turn=2
OK | rec=6989ae766bca0c342047c8d7 | turn=3
OK | rec=69bb878abed23cd15cd72b6d | turn=1
OK | rec=69bb878abed23cd15cd72b6d | turn=2
OK | rec=69bb878abed23cd15cd72b6d | turn=3
OK | rec=699e7562f86d87b208cbb253 | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=3
OK | rec=6954ac3f0a5e7b035c059422 | turn=1
OK | rec=6954ac3f0a5e7b035c059422 | turn=2
OK | rec=6954ac3f0a5e7b035c059422 | turn=3
OK | rec=698ffb8a6bca0c342047e031 | turn=1
OK | rec=698ffb8a6bca0c342047e031 | turn=2
OK | rec=698ffb8a6bca0c342047e031 | turn=3
OK | rec=6989ae766bca0c342047c8d7 | turn=1
OK | rec=6989ae766bca0c342047c8d7 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=1
OK | rec=699e7562f86d87b208cbb253 | turn=2
OK | rec=699e7562f86d87b208cbb253 | turn=3
OK | rec=6989ae766bca0c342047c8d7 | turn=3
OK | rec=69b8d6febc1a32fe548e9c01 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=2
OK | rec=69b8d6febc1a32fe548e9c01 | turn=3
OK | rec=695e4ffc770b5fe9194c7843 | turn=1
OK | rec=695e4ffc770b5fe9194c7843 | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=1
OK | rec=6986bbd71fd5995a3e02514d | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=3
OK | rec=6986bbd71fd5995a3e02514d | turn=1
OK | rec=6986bbd71fd5995a3e02514d | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=3
OK | rec=695e4ffc770b5fe9194c7843 | turn=3
OK | rec=698ffb8a6bca0c342047e031 | turn=1
OK | rec=698ffb8a6bca0c342047e031 | turn=2
OK | rec=698ffb8a6bca0c342047e031 | turn=3
OK | rec=6986bbd71fd5995a3e02514d | turn=1
OK | rec=6986bbd71fd5995a3e02514d | turn=2
OK | rec=6986bbd71fd5995a3e02514d | turn=3
OK | rec=698569af9208ee23a2c4486c | turn=1
OK | rec=698569af9208ee23a2c4486c | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=3
OK | rec=695e4ffc770b5fe9194c7843 | turn=2
OK | rec=695e4ffc770b5fe9194c7843 | turn=3
OK | rec=698569af9208ee23a2c4486c | turn=1
OK | rec=698569af9208ee23a2c4486c | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=3
OK | rec=695e4ffc770b5fe9194c7843 | turn=1
OK | rec=695e4ffc770b5fe9194c7843 | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=1
OK | rec=698569af9208ee23a2c4486c | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=3
OK | rec=69a119bf993748a05837b093 | turn=1
OK | rec=69a119bf993748a05837b093 | turn=2
OK | rec=69a119bf993748a05837b093 | turn=1
OK | rec=69a119bf993748a05837b093 | turn=2
OK | rec=69a119bf993748a05837b093 | turn=3
OK | rec=69a119bf993748a05837b093 | turn=1
OK | rec=69a119bf993748a05837b093 | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=1
OK | rec=698569af9208ee23a2c4486c | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=3
OK | rec=695e4ffc770b5fe9194c7843 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=2
OK | rec=69b8d6febc1a32fe548e9c01 | turn=3
OK | rec=6954ac3f0a5e7b035c059422 | turn=1
OK | rec=6954ac3f0a5e7b035c059422 | turn=2
OK | rec=6954ac3f0a5e7b035c059422 | turn=3
OK | rec=698569af9208ee23a2c4486c | turn=1
OK | rec=698569af9208ee23a2c4486c | turn=2
OK | rec=698569af9208ee23a2c4486c | turn=3
OK | rec=69b8d6febc1a32fe548e9c01 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=3
OK | rec=694e5096aca96f5efbe2ff40 | turn=1
OK | rec=694e5096aca96f5efbe2ff40 | turn=2
OK | rec=694e5096aca96f5efbe2ff40 | turn=3
OK | rec=694e5096aca96f5efbe2ff40 | turn=1
OK | rec=694e5096aca96f5efbe2ff40 | turn=2
OK | rec=694e5096aca96f5efbe2ff40 | turn=3
OK | rec=694e5096aca96f5efbe2ff40 | turn=1
OK | rec=694e5096aca96f5efbe2ff40 | turn=2
OK | rec=694e5096aca96f5efbe2ff40 | turn=3
OK | rec=694e5096aca96f5efbe2ff40 | turn=1
OK | rec=694e5096aca96f5efbe2ff40 | turn=2
OK | rec=694e5096aca96f5efbe2ff40 | turn=3
OK | rec=69a57f3c993748a05837bd5b | turn=1
OK | rec=69a57f3c993748a05837bd5b | turn=2
OK | rec=69a57f3c993748a05837bd5b | turn=3
OK | rec=69a57f3c993748a05837bd5b | turn=1
OK | rec=69a57f3c993748a05837bd5b | turn=2
OK | rec=69a57f3c993748a05837bd5b | turn=3
OK | rec=69b8d6febc1a32fe548e9c01 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=3
OK | rec=6954ac3f0a5e7b035c059422 | turn=1
OK | rec=6954ac3f0a5e7b035c059422 | turn=2
OK | rec=69a119bf993748a05837b093 | turn=1
OK | rec=69a119bf993748a05837b093 | turn=2
OK | rec=69a57f3c993748a05837bd5b | turn=3
OK | rec=69b3b3b2e42ed6415b95d42e | turn=1
OK | rec=69b3b3b2e42ed6415b95d42e | turn=2
OK | rec=69b3b3b2e42ed6415b95d42e | turn=3
OK | rec=69a119bf993748a05837b093 | turn=1
OK | rec=69a119bf993748a05837b093 | turn=2
OK | rec=69a119bf993748a05837b093 | turn=3
OK | rec=694e5096aca96f5efbe2ff40 | turn=1
OK | rec=694e5096aca96f5efbe2ff40 | turn=2
OK | rec=694e5096aca96f5efbe2ff40 | turn=3
OK | rec=69b8d6febc1a32fe548e9c01 | turn=1
OK | rec=69b8d6febc1a32fe548e9c01 | turn=2
OK | rec=69b8d6febc1a32fe548e9c01 | turn=3
